Customer,Product,Month,Year,Date,Sales,Financial Year
Customer 1,Product 3,March,2022,01-Mar-22,27553,2021-2022
Customer 9,Product 3,July,2022,01-Jul-22,1114567,2022-2023
Customer 9,Product 3,September,2022,01-Sep-22,165628,2022-2023
Customer 9,Product 3,November,2022,01-Nov-22,1081924,2022-2023
Customer 9,Product 3,December,2022,01-Dec-22,684156,2022-2023
Customer 6,Product 3,June,2022,01-Jun-22,529739,2022-2023
Customer 6,Product 3,July,2022,01-Jul-22,588687,2022-2023
Customer 6,Product 3,August,2022,01-Aug-22,777055,2022-2023
Customer 6,Product 3,September,2022,01-Sep-22,1032840,2022-2023
Customer 6,Product 3,October,2022,01-Oct-22,29357,2022-2023
Customer 6,Product 3,November,2022,01-Nov-22,1263868,2022-2023
Customer 6,Product 3,December,2022,01-Dec-22,608202,2022-2023
Customer 2,Product 3,July,2022,01-Jul-22,442364,2022-2023
Customer 2,Product 3,August,2022,01-Aug-22,559627,2022-2023
Customer 2,Product 3,September,2022,01-Sep-22,579564,2022-2023
Customer 2,Product 3,October,2022,01-Oct-22,562095,2022-2023
Customer 2,Product 3,November,2022,01-Nov-22,1198516,2022-2023
Customer 2,Product 3,December,2022,01-Dec-22,1765827,2022-2023
Customer 7,Product 3,July,2022,01-Jul-22,813669,2022-2023
Customer 7,Product 3,August,2022,01-Aug-22,346247,2022-2023
Customer 7,Product 3,September,2022,01-Sep-22,59020,2022-2023
Customer 7,Product 3,December,2022,01-Dec-22,256283,2022-2023
Customer 1,Product 3,April,2022,01-Apr-22,82341,2022-2023
Customer 1,Product 3,June,2022,01-Jun-22,279415,2022-2023
Customer 1,Product 3,July,2022,01-Jul-22,329390,2022-2023
Customer 1,Product 3,October,2022,01-Oct-22,66239,2022-2023
Customer 1,Product 3,November,2022,01-Nov-22,179203,2022-2023
Customer 1,Product 3,December,2022,01-Dec-22,189789,2022-2023
Customer 8,Product 3,June,2022,01-Jun-22,723933,2022-2023
Customer 8,Product 3,July,2022,01-Jul-22,398603,2022-2023
Customer 8,Product 3,August,2022,01-Aug-22,433173,2022-2023
Customer 8,Product 3,September,2022,01-Sep-22,160392,2022-2023
Customer 8,Product 3,October,2022,01-Oct-22,57147,2022-2023
Customer 8,Product 3,November,2022,01-Nov-22,419852,2022-2023
Customer 8,Product 3,December,2022,01-Dec-22,878139,2022-2023
Customer 13,Product 3,June,2022,01-Jun-22,35936,2022-2023
Customer 13,Product 3,July,2022,01-Jul-22,21051,2022-2023
Customer 13,Product 3,August,2022,01-Aug-22,26202,2022-2023
Customer 13,Product 3,December,2022,01-Dec-22,3712,2022-2023
Customer 1,Product 3,January,2024,01-Jan-24,164630,2023-2024
Customer 1,Product 3,February,2024,01-Feb-24,286899,2023-2024
Customer 2,Product 3,January,2024,01-Jan-24,1776109,2023-2024
Customer 2,Product 3,February,2024,01-Feb-24,941295,2023-2024
Customer 2,Product 3,March,2024,01-Mar-24,683372,2023-2024
Customer 5,Product 3,February,2024,01-Feb-24,534324,2023-2024
Customer 5,Product 3,March,2024,01-Mar-24,3464566,2023-2024
Customer 6,Product 3,January,2024,01-Jan-24,2384404,2023-2024
Customer 6,Product 3,February,2024,01-Feb-24,1496280,2023-2024
Customer 7,Product 3,January,2024,01-Jan-24,1073522,2023-2024
Customer 7,Product 3,February,2024,01-Feb-24,1288259,2023-2024
Customer 7,Product 3,March,2024,01-Mar-24,1753444,2023-2024
Customer 8,Product 3,January,2024,01-Jan-24,697411,2023-2024
Customer 8,Product 3,February,2024,01-Feb-24,1033331,2023-2024
Customer 8,Product 3,March,2024,01-Mar-24,1172813,2023-2024
Customer 9,Product 3,January,2024,01-Jan-24,905081,2023-2024
Customer 9,Product 3,February,2024,01-Feb-24,1039568,2023-2024
Customer 9,Product 3,March,2024,01-Mar-24,985946,2023-2024
Customer 9,Product 3,January,2023,01-Jan-23,957362,2022-2023
Customer 9,Product 3,February,2023,01-Feb-23,993752,2022-2023
Customer 6,Product 3,January,2023,01-Jan-23,3150530,2022-2023
Customer 6,Product 3,February,2023,01-Feb-23,958437,2022-2023
Customer 6,Product 3,March,2023,01-Mar-23,81051,2022-2023
Customer 2,Product 3,January,2023,01-Jan-23,769431,2022-2023
Customer 2,Product 3,February,2023,01-Feb-23,1322040,2022-2023
Customer 2,Product 3,March,2023,01-Mar-23,2210234,2022-2023
Customer 7,Product 3,January,2023,01-Jan-23,289408,2022-2023
Customer 7,Product 3,February,2023,01-Feb-23,1161772,2022-2023
Customer 7,Product 3,March,2023,01-Mar-23,1150663,2022-2023
Customer 1,Product 3,January,2023,01-Jan-23,461991,2022-2023
Customer 1,Product 3,February,2023,01-Feb-23,330475,2022-2023
Customer 1,Product 3,March,2023,01-Mar-23,38544,2022-2023
Customer 8,Product 3,January,2023,01-Jan-23,615361,2022-2023
Customer 8,Product 3,February,2023,01-Feb-23,796298,2022-2023
Customer 8,Product 3,March,2023,01-Mar-23,1088328,2022-2023
Customer 13,Product 3,January,2023,01-Jan-23,38667,2022-2023
Customer 1,Product 3,April,2023,01-Apr-23,624774,2023-2024
Customer 1,Product 3,May,2023,01-May-23,71744,2023-2024
Customer 1,Product 3,June,2023,01-Jun-23,146133,2023-2024
Customer 1,Product 3,September,2023,01-Sep-23,324416,2023-2024
Customer 1,Product 3,December,2023,01-Dec-23,142583,2023-2024
Customer 2,Product 3,April,2023,01-Apr-23,166212,2023-2024
Customer 2,Product 3,May,2023,01-May-23,271051,2023-2024
Customer 2,Product 3,June,2023,01-Jun-23,1319265,2023-2024
Customer 2,Product 3,July,2023,01-Jul-23,1585018,2023-2024
Customer 2,Product 3,August,2023,01-Aug-23,2124481,2023-2024
Customer 2,Product 3,September,2023,01-Sep-23,598355,2023-2024
Customer 2,Product 3,November,2023,01-Nov-23,861121,2023-2024
Customer 2,Product 3,December,2023,01-Dec-23,2299715,2023-2024
Customer 5,Product 3,April,2023,01-Apr-23,113321,2023-2024
Customer 5,Product 3,May,2023,01-May-23,586057,2023-2024
Customer 5,Product 3,June,2023,01-Jun-23,290854,2023-2024
Customer 5,Product 3,July,2023,01-Jul-23,272060,2023-2024
Customer 5,Product 3,August,2023,01-Aug-23,1232597,2023-2024
Customer 5,Product 3,September,2023,01-Sep-23,218152,2023-2024
Customer 5,Product 3,October,2023,01-Oct-23,1383642,2023-2024
Customer 5,Product 3,November,2023,01-Nov-23,336172,2023-2024
Customer 5,Product 3,December,2023,01-Dec-23,3180,2023-2024
Customer 6,Product 3,April,2023,01-Apr-23,305538,2023-2024
Customer 6,Product 3,May,2023,01-May-23,179360,2023-2024
Customer 6,Product 3,June,2023,01-Jun-23,968593,2023-2024
Customer 6,Product 3,July,2023,01-Jul-23,1457761,2023-2024
Customer 6,Product 3,August,2023,01-Aug-23,1654891,2023-2024
Customer 6,Product 3,September,2023,01-Sep-23,19363,2023-2024
Customer 6,Product 3,October,2023,01-Oct-23,1045684,2023-2024
Customer 6,Product 3,November,2023,01-Nov-23,1226320,2023-2024
Customer 6,Product 3,December,2023,01-Dec-23,1111506,2023-2024
Customer 7,Product 3,April,2023,01-Apr-23,282300,2023-2024
Customer 7,Product 3,May,2023,01-May-23,1060001,2023-2024
Customer 7,Product 3,June,2023,01-Jun-23,706957,2023-2024
Customer 7,Product 3,July,2023,01-Jul-23,788898,2023-2024
Customer 7,Product 3,August,2023,01-Aug-23,1501435,2023-2024
Customer 7,Product 3,September,2023,01-Sep-23,1060262,2023-2024
Customer 7,Product 3,October,2023,01-Oct-23,200756,2023-2024
Customer 7,Product 3,November,2023,01-Nov-23,329683,2023-2024
Customer 7,Product 3,December,2023,01-Dec-23,1134566,2023-2024
Customer 8,Product 3,April,2023,01-Apr-23,966614,2023-2024
Customer 8,Product 3,May,2023,01-May-23,384753,2023-2024
Customer 8,Product 3,June,2023,01-Jun-23,1664764,2023-2024
Customer 8,Product 3,July,2023,01-Jul-23,1567985,2023-2024
Customer 8,Product 3,August,2023,01-Aug-23,1679342,2023-2024
Customer 8,Product 3,September,2023,01-Sep-23,425717,2023-2024
Customer 8,Product 3,October,2023,01-Oct-23,754274,2023-2024
Customer 8,Product 3,November,2023,01-Nov-23,630180,2023-2024
Customer 8,Product 3,December,2023,01-Dec-23,1836943,2023-2024
Customer 9,Product 3,May,2023,01-May-23,1911341,2023-2024
Customer 9,Product 3,July,2023,01-Jul-23,906213,2023-2024
Customer 9,Product 3,August,2023,01-Aug-23,1250883,2023-2024
Customer 9,Product 3,October,2023,01-Oct-23,1857198,2023-2024
Customer 9,Product 3,November,2023,01-Nov-23,857332,2023-2024
Customer 9,Product 3,December,2023,01-Dec-23,936966,2023-2024
Customer 5,Product 1,March,2024,01-Mar-24,29993.47,2023-2024
Customer 9,Product 6,March,2022,01-Mar-22,612326,2021-2022
Customer 9,Product 6,April,2021,01-Apr-21,3902067,2021-2022
Customer 9,Product 6,May,2021,01-May-21,2572172,2021-2022
Customer 9,Product 6,June,2021,01-Jun-21,382704,2021-2022
Customer 9,Product 6,August,2021,01-Aug-21,371222,2021-2022
Customer 9,Product 6,October,2021,01-Oct-21,742445,2021-2022
Customer 9,Product 6,December,2021,01-Dec-21,412044,2021-2022
Customer 11,Product 6,January,2022,01-Jan-22,252583,2021-2022
Customer 11,Product 6,February,2022,01-Feb-22,84194,2021-2022
Customer 11,Product 6,March,2022,01-Mar-22,126291,2021-2022
Customer 11,Product 6,April,2021,01-Apr-21,38270,2021-2022
Customer 11,Product 6,May,2021,01-May-21,153080,2021-2022
Customer 11,Product 6,June,2021,01-Jun-21,267892,2021-2022
Customer 11,Product 6,July,2021,01-Jul-21,191350,2021-2022
Customer 11,Product 6,August,2021,01-Aug-21,76540,2021-2022
Customer 11,Product 6,September,2021,01-Sep-21,153080,2021-2022
Customer 11,Product 6,October,2021,01-Oct-21,114810,2021-2022
Customer 12,Product 6,January,2022,01-Jan-22,408217,2021-2022
Customer 12,Product 6,March,2022,01-Mar-22,612326,2021-2022
Customer 12,Product 6,July,2021,01-Jul-21,191352,2021-2022
Customer 12,Product 6,September,2021,01-Sep-21,195179,2021-2022
Customer 12,Product 6,October,2021,01-Oct-21,560546,2021-2022
Customer 2,Product 6,February,2022,01-Feb-22,404390,2021-2022
Customer 2,Product 6,March,2022,01-Mar-22,404390,2021-2022
Customer 2,Product 6,May,2021,01-May-21,76540,2021-2022
Customer 2,Product 6,June,2021,01-Jun-21,328704,2021-2022
Customer 2,Product 6,July,2021,01-Jul-21,48259,2021-2022
Customer 2,Product 6,August,2021,01-Aug-21,371224,2021-2022
Customer 2,Product 6,October,2021,01-Oct-21,1024689,2021-2022
Customer 7,Product 6,January,2022,01-Jan-22,161654,2021-2022
Customer 7,Product 6,March,2022,01-Mar-22,16655,2021-2022
Customer 7,Product 6,July,2021,01-Jul-21,183697,2021-2022
Customer 7,Product 6,September,2021,01-Sep-21,132262,2021-2022
Customer 7,Product 6,November,2021,01-Nov-21,128588,2021-2022
Customer 7,Product 6,December,2021,01-Dec-21,128832,2021-2022
Customer 10,Product 6,October,2021,01-Oct-21,191351,2021-2022
Customer 10,Product 6,December,2021,01-Dec-21,248374,2021-2022
Customer 1,Product 6,February,2022,01-Feb-22,139432,2021-2022
Customer 1,Product 6,May,2021,01-May-21,3891,2021-2022
Customer 1,Product 6,July,2021,01-Jul-21,114874,2021-2022
Customer 1,Product 6,August,2021,01-Aug-21,61232,2021-2022
Customer 1,Product 6,October,2021,01-Oct-21,61296,2021-2022
Customer 1,Product 6,December,2021,01-Dec-21,95548,2021-2022
Customer 13,Product 6,January,2022,01-Jan-22,52048,2021-2022
Customer 13,Product 6,March,2022,01-Mar-22,475899,2021-2022
Customer 13,Product 6,June,2021,01-Jun-21,382703,2021-2022
Customer 13,Product 6,July,2021,01-Jul-21,15308,2021-2022
Customer 13,Product 6,August,2021,01-Aug-21,45924,2021-2022
Customer 13,Product 6,September,2021,01-Sep-21,392269,2021-2022
Customer 13,Product 6,October,2021,01-Oct-21,382702,2021-2022
Customer 13,Product 6,December,2021,01-Dec-21,39036,2021-2022
Customer 14,Product 6,May,2021,01-May-21,187525,2021-2022
Customer 14,Product 6,June,2021,01-Jun-21,191352,2021-2022
Customer 14,Product 6,September,2021,01-Sep-21,382704,2021-2022
Customer 14,Product 6,December,2021,01-Dec-21,416509,2021-2022
Customer 9,Product 6,February,2023,01-Feb-23,601654,2022-2023
Customer 9,Product 6,March,2023,01-Mar-23,1247763,2022-2023
Customer 9,Product 6,June,2022,01-Jun-22,1253354,2022-2023
Customer 9,Product 6,November,2022,01-Nov-22,1245143,2022-2023
Customer 9,Product 6,December,2022,01-Dec-22,66185,2022-2023
Customer 3,Product 6,January,2023,01-Jan-23,68724,2022-2023
Customer 3,Product 6,February,2023,01-Feb-23,221949,2022-2023
Customer 3,Product 6,March,2023,01-Mar-23,40413,2022-2023
Customer 3,Product 6,April,2022,01-Apr-22,235745,2022-2023
Customer 3,Product 6,May,2022,01-May-22,44011,2022-2023
Customer 3,Product 6,June,2022,01-Jun-22,176044,2022-2023
Customer 3,Product 6,July,2022,01-Jul-22,169000,2022-2023
Customer 3,Product 6,August,2022,01-Aug-22,84501,2022-2023
Customer 3,Product 6,September,2022,01-Sep-22,84501,2022-2023
Customer 3,Product 6,October,2022,01-Oct-22,246175,2022-2023
Customer 3,Product 6,November,2022,01-Nov-22,211251,2022-2023
Customer 3,Product 6,December,2022,01-Dec-22,68724,2022-2023
Customer 6,Product 6,January,2023,01-Jan-23,601613,2022-2023
Customer 6,Product 6,March,2023,01-Mar-23,902229,2022-2023
Customer 6,Product 6,May,2022,01-May-22,91849,2022-2023
Customer 6,Product 6,June,2022,01-Jun-22,810718,2022-2023
Customer 6,Product 6,July,2022,01-Jul-22,1002710,2022-2023
Customer 6,Product 6,September,2022,01-Sep-22,802151,2022-2023
Customer 2,Product 6,March,2023,01-Mar-23,675711,2022-2023
Customer 2,Product 6,May,2022,01-May-22,384044,2022-2023
Customer 2,Product 6,June,2022,01-Jun-22,204823,2022-2023
Customer 2,Product 6,July,2022,01-Jul-22,557118,2022-2023
Customer 2,Product 6,September,2022,01-Sep-22,501344,2022-2023
Customer 2,Product 6,October,2022,01-Oct-22,401075,2022-2023
Customer 2,Product 6,November,2022,01-Nov-22,84501,2022-2023
Customer 2,Product 6,December,2022,01-Dec-22,21046,2022-2023
Customer 7,Product 6,January,2023,01-Jan-23,84501,2022-2023
Customer 7,Product 6,February,2023,01-Feb-23,84501,2022-2023
Customer 7,Product 6,March,2023,01-Mar-23,161653,2022-2023
Customer 7,Product 6,May,2022,01-May-22,413319,2022-2023
Customer 7,Product 6,July,2022,01-Jul-22,253502,2022-2023
Customer 7,Product 6,September,2022,01-Sep-22,169002,2022-2023
Customer 7,Product 6,October,2022,01-Oct-22,105626,2022-2023
Customer 7,Product 6,November,2022,01-Nov-22,126751,2022-2023
Customer 1,Product 6,February,2023,01-Feb-23,256984,2022-2023
Customer 1,Product 6,May,2022,01-May-22,242752,2022-2023
Customer 1,Product 6,July,2022,01-Jul-22,211278,2022-2023
Customer 1,Product 6,October,2022,01-Oct-22,8930,2022-2023
Customer 8,Product 6,January,2023,01-Jan-23,501344,2022-2023
Customer 8,Product 6,February,2023,01-Feb-23,501344,2022-2023
Customer 8,Product 6,March,2023,01-Mar-23,821604,2022-2023
Customer 8,Product 6,June,2022,01-Jun-22,870879,2022-2023
Customer 8,Product 6,July,2022,01-Jul-22,741985,2022-2023
Customer 8,Product 6,August,2022,01-Aug-22,401076,2022-2023
Customer 8,Product 6,September,2022,01-Sep-22,401076,2022-2023
Customer 8,Product 6,October,2022,01-Oct-22,601613,2022-2023
Customer 8,Product 6,November,2022,01-Nov-22,401075,2022-2023
Customer 8,Product 6,December,2022,01-Dec-22,42092,2022-2023
Customer 13,Product 6,January,2023,01-Jan-23,417787,2022-2023
Customer 13,Product 6,March,2023,01-Mar-23,404133,2022-2023
Customer 13,Product 6,June,2022,01-Jun-22,53385,2022-2023
Customer 13,Product 6,July,2022,01-Jul-22,426713,2022-2023
Customer 13,Product 6,August,2022,01-Aug-22,14151,2022-2023
Customer 13,Product 6,September,2022,01-Sep-22,522234,2022-2023
Customer 13,Product 6,December,2022,01-Dec-22,211252,2022-2023
Customer 14,Product 6,September,2022,01-Sep-22,509700,2022-2023
Customer 1,Product 6,February,2024,01-Feb-24,4784,2023-2024
Customer 1,Product 6,March,2024,01-Mar-24,197349,2023-2024
Customer 1,Product 6,July,2023,01-Jul-23,235206,2023-2024
Customer 1,Product 6,November,2023,01-Nov-23,8611,2023-2024
Customer 1,Product 6,December,2023,01-Dec-23,197864,2023-2024
Customer 2,Product 6,February,2024,01-Feb-24,387968,2023-2024
Customer 2,Product 6,March,2024,01-Mar-24,1160874,2023-2024
Customer 2,Product 6,June,2023,01-Jun-23,387968,2023-2024
Customer 2,Product 6,August,2023,01-Aug-23,290976,2023-2024
Customer 2,Product 6,September,2023,01-Sep-23,294856,2023-2024
Customer 2,Product 6,October,2023,01-Oct-23,581952,2023-2024
Customer 2,Product 6,November,2023,01-Nov-23,488840,2023-2024
Customer 2,Product 6,December,2023,01-Dec-23,484960,2023-2024
Customer 3,Product 6,January,2024,01-Jan-24,62883,2023-2024
Customer 3,Product 6,February,2024,01-Feb-24,204174,2023-2024
Customer 3,Product 6,May,2023,01-May-23,250838,2023-2024
Customer 3,Product 6,June,2023,01-Jun-23,98870,2023-2024
Customer 3,Product 6,July,2023,01-Jul-23,198025,2023-2024
Customer 3,Product 6,August,2023,01-Aug-23,52284,2023-2024
Customer 3,Product 6,September,2023,01-Sep-23,155449,2023-2024
Customer 3,Product 6,October,2023,01-Oct-23,206877,2023-2024
Customer 3,Product 6,December,2023,01-Dec-23,51093,2023-2024
Customer 5,Product 6,June,2023,01-Jun-23,387968,2023-2024
Customer 5,Product 6,August,2023,01-Aug-23,290976,2023-2024
Customer 5,Product 6,September,2023,01-Sep-23,290976,2023-2024
Customer 6,Product 6,January,2024,01-Jan-24,484960,2023-2024
Customer 6,Product 6,March,2024,01-Mar-24,870655,2023-2024
Customer 6,Product 6,May,2023,01-May-23,484960,2023-2024
Customer 6,Product 6,June,2023,01-Jun-23,193984,2023-2024
Customer 6,Product 6,August,2023,01-Aug-23,581952,2023-2024
Customer 6,Product 6,November,2023,01-Nov-23,581952,2023-2024
Customer 6,Product 6,December,2023,01-Dec-23,290976,2023-2024
Customer 7,Product 6,January,2024,01-Jan-24,197864,2023-2024
Customer 7,Product 6,March,2024,01-Mar-24,117292,2023-2024
Customer 7,Product 6,May,2023,01-May-23,121240,2023-2024
Customer 7,Product 6,June,2023,01-Jun-23,328818,2023-2024
Customer 7,Product 6,October,2023,01-Oct-23,117906,2023-2024
Customer 7,Product 6,November,2023,01-Nov-23,197863,2023-2024
Customer 7,Product 6,December,2023,01-Dec-23,117906,2023-2024
Customer 8,Product 6,February,2024,01-Feb-24,581951,2023-2024
Customer 8,Product 6,March,2024,01-Mar-24,578922,2023-2024
Customer 8,Product 6,April,2023,01-Apr-23,582366,2023-2024
Customer 8,Product 6,May,2023,01-May-23,621190,2023-2024
Customer 8,Product 6,June,2023,01-Jun-23,543155,2023-2024
Customer 8,Product 6,July,2023,01-Jul-23,86694,2023-2024
Customer 8,Product 6,September,2023,01-Sep-23,581952,2023-2024
Customer 8,Product 6,October,2023,01-Oct-23,581952,2023-2024
Customer 8,Product 6,November,2023,01-Nov-23,197864,2023-2024
Customer 8,Product 6,December,2023,01-Dec-23,387968,2023-2024
Customer 9,Product 6,March,2024,01-Mar-24,1528787,2023-2024
Customer 9,Product 6,October,2023,01-Oct-23,1163904,2023-2024
Customer 9,Product 6,November,2023,01-Nov-23,42349,2023-2024
Customer 9,Product 6,December,2023,01-Dec-23,775937,2023-2024
Customer 1,Product 5,January,2024,01-Jan-24,196727,2023-2024
Customer 1,Product 5,February,2024,01-Feb-24,619237,2023-2024
Customer 1,Product 5,March,2024,01-Mar-24,659955,2023-2024
Customer 2,Product 5,January,2024,01-Jan-24,182167,2023-2024
Customer 2,Product 5,February,2024,01-Feb-24,207745,2023-2024
Customer 2,Product 5,March,2024,01-Mar-24,1799863,2023-2024
Customer 3,Product 5,January,2024,01-Jan-24,90439,2023-2024
Customer 3,Product 5,February,2024,01-Feb-24,80555,2023-2024
Customer 3,Product 5,March,2024,01-Mar-24,1041010,2023-2024
Customer 5,Product 5,February,2024,01-Feb-24,155645,2023-2024
Customer 5,Product 5,March,2024,01-Mar-24,1896424,2023-2024
Customer 6,Product 5,January,2024,01-Jan-24,255910,2023-2024
Customer 6,Product 5,March,2024,01-Mar-24,41453,2023-2024
Customer 7,Product 5,January,2024,01-Jan-24,474092,2023-2024
Customer 7,Product 5,February,2024,01-Feb-24,195209,2023-2024
Customer 7,Product 5,March,2024,01-Mar-24,512652,2023-2024
Customer 8,Product 5,January,2024,01-Jan-24,543862,2023-2024
Customer 8,Product 5,February,2024,01-Feb-24,476120,2023-2024
Customer 8,Product 5,March,2024,01-Mar-24,1371351,2023-2024
Customer 9,Product 5,January,2024,01-Jan-24,38396,2023-2024
Customer 9,Product 5,February,2024,01-Feb-24,2321585,2023-2024
Customer 9,Product 5,March,2024,01-Mar-24,1566081,2023-2024
Customer 10,Product 5,January,2024,01-Jan-24,97974,2023-2024
Customer 10,Product 5,February,2024,01-Feb-24,42936,2023-2024
Customer 10,Product 5,March,2024,01-Mar-24,326776,2023-2024
Customer 9,Product 5,June,2021,01-Jun-21,1307494,2021-2022
Customer 9,Product 5,July,2021,01-Jul-21,1436342,2021-2022
Customer 9,Product 5,August,2021,01-Aug-21,832135,2021-2022
Customer 9,Product 5,September,2021,01-Sep-21,2729149,2021-2022
Customer 9,Product 5,October,2021,01-Oct-21,339171,2021-2022
Customer 9,Product 5,November,2021,01-Nov-21,179699,2021-2022
Customer 9,Product 5,December,2021,01-Dec-21,416915,2021-2022
Customer 11,Product 5,June,2021,01-Jun-21,342901,2021-2022
Customer 11,Product 5,July,2021,01-Jul-21,750579,2021-2022
Customer 11,Product 5,August,2021,01-Aug-21,829757,2021-2022
Customer 11,Product 5,September,2021,01-Sep-21,1027557,2021-2022
Customer 11,Product 5,October,2021,01-Oct-21,50726,2021-2022
Customer 11,Product 5,November,2021,01-Nov-21,729006,2021-2022
Customer 11,Product 5,December,2021,01-Dec-21,293915,2021-2022
Customer 12,Product 5,June,2021,01-Jun-21,738165,2021-2022
Customer 12,Product 5,July,2021,01-Jul-21,3559641,2021-2022
Customer 12,Product 5,September,2021,01-Sep-21,429188,2021-2022
Customer 12,Product 5,October,2021,01-Oct-21,540503,2021-2022
Customer 12,Product 5,December,2021,01-Dec-21,620250,2021-2022
Customer 2,Product 5,April,2021,01-Apr-21,25047,2021-2022
Customer 2,Product 5,May,2021,01-May-21,210201,2021-2022
Customer 2,Product 5,June,2021,01-Jun-21,707266,2021-2022
Customer 2,Product 5,July,2021,01-Jul-21,28437,2021-2022
Customer 2,Product 5,August,2021,01-Aug-21,229855,2021-2022
Customer 2,Product 5,September,2021,01-Sep-21,1227997,2021-2022
Customer 2,Product 5,October,2021,01-Oct-21,477443,2021-2022
Customer 2,Product 5,November,2021,01-Nov-21,8292,2021-2022
Customer 2,Product 5,December,2021,01-Dec-21,2364857,2021-2022
Customer 7,Product 5,December,2021,01-Dec-21,280199,2021-2022
Customer 10,Product 5,July,2021,01-Jul-21,284011,2021-2022
Customer 10,Product 5,August,2021,01-Aug-21,461773,2021-2022
Customer 10,Product 5,September,2021,01-Sep-21,59762,2021-2022
Customer 10,Product 5,October,2021,01-Oct-21,123372,2021-2022
Customer 10,Product 5,November,2021,01-Nov-21,39801,2021-2022
Customer 10,Product 5,December,2021,01-Dec-21,231044,2021-2022
Customer 1,Product 5,April,2021,01-Apr-21,26194,2021-2022
Customer 1,Product 5,May,2021,01-May-21,410049,2021-2022
Customer 1,Product 5,June,2021,01-Jun-21,167151,2021-2022
Customer 1,Product 5,July,2021,01-Jul-21,616835,2021-2022
Customer 1,Product 5,August,2021,01-Aug-21,817396,2021-2022
Customer 1,Product 5,September,2021,01-Sep-21,932358,2021-2022
Customer 1,Product 5,October,2021,01-Oct-21,103925,2021-2022
Customer 1,Product 5,November,2021,01-Nov-21,59064,2021-2022
Customer 1,Product 5,December,2021,01-Dec-21,437425,2021-2022
Customer 8,Product 5,June,2021,01-Jun-21,419838,2021-2022
Customer 8,Product 5,July,2021,01-Jul-21,944387,2021-2022
Customer 8,Product 5,August,2021,01-Aug-21,857423,2021-2022
Customer 8,Product 5,September,2021,01-Sep-21,1200576,2021-2022
Customer 8,Product 5,October,2021,01-Oct-21,142876,2021-2022
Customer 8,Product 5,October,2021,01-Oct-21,408856,2021-2022
Customer 8,Product 5,December,2021,01-Dec-21,206022,2021-2022
Customer 13,Product 5,June,2021,01-Jun-21,346672,2021-2022
Customer 13,Product 5,July,2021,01-Jul-21,313689,2021-2022
Customer 13,Product 5,August,2021,01-Aug-21,403809,2021-2022
Customer 13,Product 5,September,2021,01-Sep-21,215199,2021-2022
Customer 13,Product 5,October,2021,01-Oct-21,253603,2021-2022
Customer 13,Product 5,November,2021,01-Nov-21,291932,2021-2022
Customer 13,Product 5,December,2021,01-Dec-21,204670,2021-2022
Customer 14,Product 5,May,2021,01-May-21,114754,2021-2022
Customer 14,Product 5,June,2021,01-Jun-21,182790,2021-2022
Customer 14,Product 5,July,2021,01-Jul-21,135562,2021-2022
Customer 14,Product 5,August,2021,01-Aug-21,390861,2021-2022
Customer 14,Product 5,September,2021,01-Sep-21,258108,2021-2022
Customer 14,Product 5,October,2021,01-Oct-21,234975,2021-2022
Customer 14,Product 5,November,2021,01-Nov-21,263993,2021-2022
Customer 14,Product 5,December,2021,01-Dec-21,235249,2021-2022
Customer 9,Product 5,January,2023,01-Jan-23,203588,2022-2023
Customer 9,Product 5,February,2023,01-Feb-23,1999167,2022-2023
Customer 9,Product 5,March,2023,01-Mar-23,3258538,2022-2023
Customer 3,Product 5,January,2023,01-Jan-23,315374,2022-2023
Customer 3,Product 5,February,2023,01-Feb-23,202524,2022-2023
Customer 3,Product 5,March,2023,01-Mar-23,429808,2022-2023
Customer 6,Product 5,January,2023,01-Jan-23,166257,2022-2023
Customer 6,Product 5,February,2023,01-Feb-23,38270,2022-2023
Customer 6,Product 5,March,2023,01-Mar-23,1182915,2022-2023
Customer 2,Product 5,January,2023,01-Jan-23,199486,2022-2023
Customer 2,Product 5,February,2023,01-Feb-23,203581,2022-2023
Customer 2,Product 5,March,2023,01-Mar-23,2457476,2022-2023
Customer 7,Product 5,January,2023,01-Jan-23,495835,2022-2023
Customer 7,Product 5,February,2023,01-Feb-23,478526,2022-2023
Customer 7,Product 5,March,2023,01-Mar-23,1427092,2022-2023
Customer 10,Product 5,January,2023,01-Jan-23,42250,2022-2023
Customer 10,Product 5,March,2023,01-Mar-23,113407,2022-2023
Customer 1,Product 5,January,2023,01-Jan-23,71901,2022-2023
Customer 1,Product 5,February,2023,01-Feb-23,823799,2022-2023
Customer 1,Product 5,March,2023,01-Mar-23,563632,2022-2023
Customer 8,Product 5,January,2023,01-Jan-23,1080047,2022-2023
Customer 8,Product 5,February,2023,01-Feb-23,890751,2022-2023
Customer 8,Product 5,March,2023,01-Mar-23,974493,2022-2023
Customer 13,Product 5,February,2023,01-Feb-23,325228,2022-2023
Customer 13,Product 5,March,2023,01-Mar-23,586539,2022-2023
Customer 14,Product 5,January,2023,01-Jan-23,56130,2022-2023
Customer 14,Product 5,March,2023,01-Mar-23,553112,2022-2023
Customer 1,Product 5,May,2023,01-May-23,406928,2023-2024
Customer 1,Product 5,June,2023,01-Jun-23,81830,2023-2024
Customer 1,Product 5,July,2023,01-Jul-23,854343,2023-2024
Customer 1,Product 5,August,2023,01-Aug-23,268930,2023-2024
